Wallet No,Merchant Name,MAO Name,Sub Pillar,ISD/OSD?,Wallet Type,Rate,Lead Type,District,Address,Registration Date,Sub-Category,Registration Month,Jan'26 PC,Jan'26 PA,Jan'26 CC,Avg. Ticket Size Jan,Feb'26 PC,Feb'26 PA,Feb'26 CC,Avg. Ticket Size Feb,Mar'26 PC,Mar'26 PA,Mar'26 CC,Avg. Ticket Size March,Apr'26 PC,Apr'26 PA,Apr'26 CC,Avg. Ticket Size April,May'26 PC,May'26 PA,May'26 CC,June'26 PC,June'26 PA,June'26 CC,Jul'26 PC,Jul'26 PA,Jul'26 CC,AugPC,AugPA,Aug CC,Aug Active,Avg. Ticket Size,July to Aug Growth,Dormant Months Count (Jan to Aug),Audit Flag
1610936745,Headshot Life Style Saloon,Shahriar Shamim,KA,ISD,Lite B,1.15%,Merchant Referral,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,41,"65,440",34,79,"140,540",60,Active,1778.987342,114.76%,6,High Dormancy - Review
1300280316,On Item Zone,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,174,"55,220",166,372,"126,710",363,Active,340.6182796,129.46%,6,High Dormancy - Review
1805507474,Mystic Fashion,Md. Ashraful Islam,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,59,"34,660",57,114,"97,575",102,Active,855.9210526,181.52%,6,High Dormancy - Review
1540196991,Royal Courant,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,15,"12,924",15,46,"48,197",46,Active,1047.76087,272.93%,6,High Dormancy - Review
1994800544,A.H.khan Enterprise,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,19,"23,018",19,43,"41,615",41,Active,967.7906977,80.79%,6,High Dormancy - Review
1805507473,Mystic Fashion,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,15,"4,761",14,63,"20,900",62,Active,331.7460317,338.98%,6,High Dormancy - Review
1783978474,kidurio,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,600",4,17,"22,120",17,Active,1301.176471,1282.50%,6,High Dormancy - Review
1404033164,Optimity Access Ltd,Fahim Kazi,Travel & Tourism,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,1,"10,000",1,1,"20,000",1,Amber,20000,100.00%,6,High Dormancy - Review
1350916011,M/S Shah Dewan Bagi Fish Enterprise,Fahim Kazi,KA,ISD,M+,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,49,"19,030",36,Active,388.3673469,New,6,High Dormancy - Review
1622200777,SELLBAZ ENTERPRISE,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,7,"3,902",5,18,"16,050",17,Active,891.6666667,311.33%,6,High Dormancy - Review
1750019240,Nagar Digital,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,10,"79,715",6,6,"10,815",5,Active,1802.5,-86.43%,6,High Dormancy - Review
1722201273,Neo Steps To Win,Md. Meraj Ali Akash,Education,ISD,M+,1.50%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,002",3,3,"6,502",3,Active,2167.333333,548.90%,6,High Dormancy - Review
1335358302,Bigba,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,1,"1,000",1,9,"2,480",7,Active,275.5555556,148.00%,6,High Dormancy - Review
1567976310,Naeemul Uloom Nurani Madrasha,Talha Yusuf,Education,OSD,Lite A,1.15%,CIMT,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,220",3,2,"1,700",2,Amber,850,39.34%,6,High Dormancy - Review
1346129628,Wafia Academy,Talha Yusuf,Online Payments,ISD,M+,2%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,250",3,8,"1,570",2,Amber,196.25,25.60%,6,High Dormancy - Review
1550672838,Adarsha,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,200",3,1,4,1,Amber,4,-99.67%,6,High Dormancy - Review
1677772424,Tech and gear,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,#N/A,#N/A,7/21/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,1,1,1,Amber,1,New,6,High Dormancy - Review
1730353300,Key Host,Shahriar Shamim,Travel & Tourism,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/23/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,9,"18,710",6,126,"475,327",59,Active,3772.436508,2440.50%,6,High Dormancy - Review
1347351173,cellbox,Fahim Kazi,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/23/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,5,"2,700",5,266,"318,282",256,Active,1196.548872,11688.22%,6,High Dormancy - Review
1511182030,English Lab,Fahim Kazi,Travel & Tourism,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/23/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,10,"92,200",7,Active,9220,9120.00%,6,High Dormancy - Review
1974476971,SRA Method English Center,Md. Meraj Ali Akash,Education,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/23/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,251",3,10,"3,215",5,Active,321.5,156.99%,6,High Dormancy - Review
1815358335,AI Ready Bangladesh,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,CIMT,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,5,"6,000",5,237,"355,340",236,Active,1499.324895,5822.33%,7,High Dormancy - Review
1961394010,Theme dokan,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,CIMT,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,19,"4,562",8,50,"20,757",23,Active,415.14,355.00%,7,High Dormancy - Review
1334930487,Herblife Nutrition Limited,Md. Meraj Ali Akash,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,28,"17,329",28,Active,618.8928571,New,7,High Dormancy - Review
1324680044,Healing Haven,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"2,900",4,4,"4,841",4,Active,1210.25,66.93%,7,High Dormancy - Review
1334930486,Herblife Nutrition Limited,Md. Meraj Ali Akash,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,13,"7,276",12,Active,559.6923077,New,7,High Dormancy - Review
1314096803,Bike Doctor,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,200",3,2,"1,019",2,Amber,509.5,-15.08%,7,High Dormancy - Review
1713787848,JUI ELECTRIC,Talha Yusuf,KA,OSD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"11,580",4,1,1,1,Amber,1,-99.99%,7,High Dormancy - Review
1740411452,Artifact Fashion,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,200",3,0,0,0,Zero Transacting,N/A,-100.00%,7,High Dormancy - Review
1335225995,Bela obela,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1886675849,Catch Bangladesh limited,Md. Meraj Ali Akash,Online Payments,ISD,M+,10%,Merchant Referral,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,300",3,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1799624263,Green Light,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1748705186,MediBuy BD,Talha Yusuf,Online Payments,OSD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,200",3,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1805565950,MERAKI,Talha Yusuf,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,"1,100",2,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1748389042,Tashrif,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/26/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1407021833,Nibras International School,Shahriar Shamim,Education,ISD,Pay Bill,1.30%,Pitch/Own Source,#N/A,#N/A,7/27/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1305966507,Monologue Education,Md. Ashraful Islam,Education,ISD,M+,1.30%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,10,"8,250",10,296,"289,944",286,Active,979.5405405,3414.47%,6,High Dormancy - Review
1783826302,BREWHAUS COFFEE ROASTERS,Talha Yusuf,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,350",3,48,"29,566",26,Active,615.9583333,2090.07%,6,High Dormancy - Review
1354310512,Focus Education,Md. Ashraful Islam,Education,ISD,Lite A,1.15%,CIMT,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,090",3,4,"18,601",3,Active,4650.25,1606.51%,6,High Dormancy - Review
1901350340,JUI ELECTRIC,Talha Yusuf,Online Payments,OSD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,250",3,1,"13,350",1,Amber,13350,968.00%,6,High Dormancy - Review
1886711267,Magura Paint Garden,Md. Ashraful Islam,KA,OSD,Lite A,1.15%,CIMT,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,200",3,5,"10,420",5,Active,2084,768.33%,7,High Dormancy - Review
1805565954,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,5,"9,095",5,Active,1819,910.56%,7,High Dormancy - Review
1805565955,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,1,"1,740",1,Amber,1740,93.33%,7,High Dormancy - Review
1805487199,Rust and Revive,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,210",3,6,"1,062",6,Active,177,-12.23%,7,High Dormancy - Review
1711999739,Coconut Pot,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,200",3,1,680,1,Amber,680,-43.33%,7,High Dormancy - Review
1605585177,open shop bd,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,25,"3,973",19,2,279,1,Amber,139.5,-92.98%,7,High Dormancy - Review
1975476971,SRA Method English Center,Md. Ashraful Islam,Education,OSD,M+,1.30%,CIMT,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,020",3,5,43,2,Amber,8.5,-95.83%,7,High Dormancy - Review
1350201350,M/S Aporupa Enterprise,Md. Sazzad Hossain Sojan,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"7,100",4,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1805565951,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1805565952,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1805565953,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1805565956,MERAKI,Talha Yusuf,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,900,2,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1616745554,proyash,Talha Yusuf,Education,ISD,M+,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,5,"1,379",5,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1350817755,Trends By P.R,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/28/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,800,4,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1351944030,Nari Fashion (Hoimonthy),Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,132,"366,913",126,Active,2779.643939,36591.30%,6,High Dormancy - Review
1897596722,MANHA MART,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,19,"37,502",18,240,"374,649",215,Active,1561.0375,899.01%,6,High Dormancy - Review
1707737173,Arowa,Talha Yusuf,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,500",3,23,"41,186",21,Active,1790.695652,2645.73%,6,High Dormancy - Review
1334972539,Mooggimama global limited,Md. Sazzad Hossain Sojan,KA,ISD,MMBO,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,78,"36,190",67,Active,463.974359,New,6,High Dormancy - Review
1352492178,Wholesale Mart,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.15%,Whatsapp Group,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,15,"29,188",12,Active,1945.866667,New,6,High Dormancy - Review
1610763407,Styleway,Shahriar Shamim,KA,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,6,"24,090",6,Active,4015,New,7,High Dormancy - Review
1404635973,A to Z Marketing,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.15%,Whatsapp Group,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,11,"4,604",4,15,"18,697",14,Active,1246.466667,306.10%,7,High Dormancy - Review
1830749856,Shahin e mart,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,2,875,2,9,"7,865",9,Active,873.8888889,798.86%,7,High Dormancy - Review
1322226688,Taqwa Library & Bookshop,Md. Ashraful Islam,KA,OSD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,"1,011",3,7,"4,034",4,Active,576.2857143,299.01%,6,High Dormancy - Review
1511283384,M/S Aporupa Enterprise,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"3,000",3,3,"1,181",3,Active,393.6666667,-60.63%,6,High Dormancy - Review
1346099118,M/S shameem khaled salahuddin and Co,Md. Sazzad Hossain Sojan,Online Payments,ISD,M+,2%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"3,200",3,5,447,4,Amber,89.4,-86.03%,6,High Dormancy - Review
1895624255,YY Origins Mercantile,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Social Media Lead,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,002",3,4,46,2,Amber,11.55,-95.39%,6,High Dormancy - Review
1901657949,Al amin tour and travel,Md. Sazzad Hossain Sojan,Travel & Tourism,ISD,M+,1.50%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,0,0,0,Zero Transacting,N/A,-100.00%,6,High Dormancy - Review
1606595759,Alorok,Md. Ashraful Islam,Travel & Tourism,OSD,M+,1.50%,CIMT,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,3,"1,000",3,0,0,0,Zero Transacting,N/A,-100.00%,7,High Dormancy - Review
1600075319,Trends By P.R ( Shefa's Fashion Gallery),Md. Ashraful Islam,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/29/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,800,4,0,0,0,Zero Transacting,N/A,-100.00%,7,High Dormancy - Review
1347119989,kadam,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,80,"77,265",73,Active,965.8125,New,6,High Dormancy - Review
1800000775,Sterling You,Shahriar Shamim,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,55,"36,640",53,Active,666.1818182,New,6,High Dormancy - Review
1805033044,Dream Sea Edge,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,15,"19,352",8,Active,1290.133333,New,6,High Dormancy - Review
1703939221,pustok prokashon,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"606/1, Kafrul Dhaka Cantonment, Dhaka 1206",7/31/2026,E-Commerce,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,4,216,3,39,"14,439",37,Active,370.2307692,6584.72%,6,High Dormancy - Review
1819244154,Mehrima Enterprise,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,7,"8,085",5,Active,1155,New,6,High Dormancy - Review
1341907713,English Lab,Fahim Kazi,Education,ISD,Lite A,1.15%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1819221036,INTERNATIONAL TRAVEL CORPORATION LTD.,Talha Yusuf,Travel & Tourism,ISD,M+,1.50%,Pitch/Own Source,#N/A,#N/A,7/31/2026,#N/A,7,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1329728697,INTERNATIONAL TRAVEL CORPORATION LTD.,Talha Yusuf,Travel & Tourism,ISD,Lite A,1.15%,Pitch/Own Source,DHAKA,"12-14 Land Mark Gulshan, Uttor Ba/A, Gulshan, Dhaka-1212",8/1/2026,Offline,8,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,11,"57,119",10,Active,5192.636364,New,7,High Dormancy - Review
1720636243,Sweet Dreams Trade Limited,Shahriar Shamim,Key Accounts,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,"Ground Floor, G/A, Showroom No 11, Jamuna Future Park, Vatara, Dhaka-1229, Bangladesh",8/1/2026,Apparel Chain,8,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,9,"14,581",8,Active,1620.111111,New,7,High Dormancy - Review
